SUBJECT,NUMBER
COSC,8998
COSC,8298
COSC,6353
COSC,8398
COSC,8399
COSC,8698
COSC,8698
COSC,3320
COSC,4353
COSC,7399
COSC,6385
COSC,6377
COSC,4364
COSC,6364
COSC,6372
COSC,6373
COSC,6354
COSC,8998
COSC,4398
COSC,8998
COSC,4393
COSC,8398
COSC,2436
COSC,2436
COSC,1336
COSC,6397
COSC,8598
COSC,8698
COSC,6398
COSC,8298
COSC,8998
COSC,1437
COSC,8399
COSC,4397
COSC,8298
COSC,8398
COSC,8398
COSC,1336
COSC,6323
COSC,4331
COSC,6339
COSC,6380
COSC,8998
COSC,4298
COSC,3380
COSC,8399
COSC,8698
COSC,8698
COSC,8998
COSC,2425
COSC,4351
COSC,3380
COSC,8398
COSC,1336
COSC,8398
COSC,3360
COSC,7362
COSC,1336
COSC,8398
COSC,8399
COSC,6398
COSC,8698
COSC,4398
COSC,6398
COSC,8398
COSC,2306
COSC,8998
COSC,8399
COSC,7399
COSC,8398
COSC,4353
COSC,6110
COSC,8698
COSC,3340
COSC,8399
COSC,8998
COSC,4368
COSC,8698
COSC,6399
COSC,8998
COSC,8398
COSC,8998
COSC,8399
COSC,8998
COSC,3337
COSC,6399
COSC,4359
COSC,8998
COSC,6359
COSC,8399
COSC,1336
COSC,4399
COSC,4396
COSC,4353
COSC,2436
COSC,4337
CUIN,4332
CUIN,3312
CUIN,7304
CUIN,3350
CUIN,4350
CUIN,3317
CUIN,8390
CUIN,7398
CUIN,4315
CUIN,3302
CUIN,4361
CUIN,8390
CUIN,8398
CUIN,7314
CUIN,4350
CUIN,4326
CUIN,3317
CUIN,4337
CUIN,8318
CUIN,7392
CUIN,4315
CUIN,4375
CUIN,8378
CUIN,8690
CUIN,2300
CUIN,8310
CUIN,3302
CUIN,3347
CUIN,8398
CUIN,7360
CUIN,3302
CUIN,8393
CUIN,4375
CUIN,7390
CUIN,8398
CUIN,3111
CUIN,2300
CUIN,3316
CUIN,6340
CUIN,3350
CUIN,3333
CUIN,8310
CUIN,3311
CUIN,3316
CUIN,3111
CUIN,3321
CUIN,7316
CUIN,4315
CUIN,3347
CUIN,4303
CUIN,1350
CUIN,8398
CUIN,3317
CUIN,8366
CUIN,6383
CUIN,4315
CUIN,4361
CUIN,4375
CUIN,7304
CUIN,4332
CUIN,7322
CUIN,4332
CUIN,8999
CUIN,4351
CUIN,8398
CUIN,4332
CUIN,4315
CUIN,3351
CUIN,7361
CUIN,3310
CUIN,3111
CUIN,3316
CUIN,8369
CUIN,6360
CUIN,8381
CUIN,6375
CUIN,4361
CUIN,3350
CUIN,8352
CUIN,4375
CUIN,8398
CUIN,7337
CUIN,7325
CUIN,8399
CUIN,4332
CUIN,4332
CUIN,8365
CUIN,4304
CUIN,8399
CUIN,1350
CUIN,2300
CUIN,7390
CUIN,3347
CUIN,8372
CUIN,8699
CUIN,7312
CUIN,4332
CUIN,7397
CUIN,3346
CUIN,8398
CUIN,8699
CUIN,4349
CUIN,7369
CUIN,8381
CUIN,8699
CUIN,8398
CUIN,1103
CUIN,3317
CUIN,4375
CUIN,8398
CUIN,3312
CUIN,4349
CUIN,7304
CUIN,8699
CUIN,7397
CUIN,4332
CUIN,7340
CUIN,7300
CUIN,8398
CUIN,3302
CUIN,8690
CUIN,8370
CUIN,4361
CUIN,3316
CUIN,7308
CUIN,6317
CUIN,3111
CUIN,8398
CUIN,8699
CUIN,8399
CUIN,2300
CUIN,7390
CUIN,8398
CUIN,7397
CUIN,8699
CUIN,3351
CUIN,7397
CUIN,4361
CUIN,7367
CUIN,6301
CUIN,8393
CUIN,4375
CUIN,8690
CUIN,8397
CUST,8378
DANC,1202
DANC,1103
DANC,1246
DANC,3306
DANC,2309
DANC,3302
DANC,4302
DANC,2303
DANC,2306
DANC,4110
DANC,2323
DANC,3311
DANC,2303
DANC,3203
DANC,4331
DANC,1301
DANC,4302
DANC,3314
DANC,2202
DANC,4308
DIGM,1350
DIGM,4378
DIGM,3374
DIGM,3355
DIGM,3353
DIGM,1376
DIGM,1350
DIGM,3350
DIGM,3152
DIGM,4379
DIGM,4399
DIGM,4398
DIGM,3152
DIGM,3152
DIGM,3353
DIGM,4396
DIGM,3370
DIGM,3356
DIGM,4378
DIGM,3252
DIGM,4382
DIGM,4397
DIGM,2325
DIGM,1350
DIGM,4399
DIGM,1350
DIGM,3353
DIGM,3152
DIGM,4375
DIGM,2352
DIGM,1300
DRAM,1310
DRAM,1310
DRAM,1310
DRAM,1310
DRAM,1310
DRAM,2331
DRAM,1310
DRAM,1341
DRAM,1310
DRAM,1310
DRAM,1310
DRAM,1310
DRAM,1310
DRAM,1310
DRAM,1352
DRAM,1310
DRAM,1330
DRAM,1310
DRAM,1310
DRAM,1352
ECE,8699
ECE,1197
ECE,8498
ECE,5397
ECE,8598
ECE,8399
ECE,8298
ECE,6397
ECE,8198
ECE,8498
ECE,3436
ECE,2100
ECE,8399
ECE,2202
ECE,8398
ECE,8598
ECE,8399
ECE,6398
ECE,4115
ECE,8398
ECE,8198
ECE,3364
ECE,8598
ECE,6308
ECE,8298
ECE,7399
ECE,8498
ECE,6397
ECE,6398
ECE,8699
ECE,8298
ECE,8398
ECE,8198
ECE,3456
ECE,6327
ECE,6298
ECE,8298
ECE,2202
ECE,6357
ECE,3331
ECE,8498
ECE,8198
ECE,6370
ECE,8398
ECE,8298
ECE,8398
ECE,6335
ECE,8598
ECE,6318
ECE,6397
ECE,8399
ECE,5380
ECE,2100
ECE,8198
ECE,8399
ECE,8498
ECE,6012
ECE,5397
ECE,8398
ECE,8399
ECE,8699
ECE,6384
ECE,6398
ECE,8498
ECE,6112
ECE,8399
ECE,6364
ECE,6399
ECE,8398
ECE,6398
ECE,5180
ECE,3436
ECE,3337
ECE,8399
ECE,4336
ECE,8398
ECE,3441
ECE,6341
ECE,2201
ECE,8699
ECE,8298
ECE,8598
ECE,6353
ECE,8399
ECE,6327
ECE,8498
ECE,8699
ECE,5357
ECE,8398
ECE,5436
ECE,8398
ECE,8399
ECE,8198
ECE,8399
ECE,8598
ECE,6381
ECE,8498
ECE,2100
ECE,8399
ECE,8398
ECE,3337
ECE,6198
ECE,8399
ECE,8699
ECE,6398
ECE,8498
ECE,3155
ECE,6352
ECE,8298
ECE,8298
ECE,8398
ECE,5114
ECE,8298
ECE,8598
ECE,8699
ECE,8398
ECE,8398
ECE,8699
ECE,6466
ECE,8498
ECE,8298
ECE,6398
ECE,6398
ECE,8498
ECE,6399
ECE,4363
ECE,2201
ECE,6307
ECE,3441
ECE,3331
ECE,6111
ECE,8398
ECE,8398
ECE,6012
ECE,3355
ECE,6329
ECE,3337
ECE,6398
ECE,6381
ECE,8398
ECE,2202
ECE,6399
ECE,8198
ECE,8498
ECE,8398
ECE,4335
ECE,8598
ECE,8298
ECE,8399
ECE,6198
ECE,6397
ECE,8699
ECE,3441
ECE,6399
ECE,6398
ECE,8298
ECE,8398
ECE,5318
ECE,6392
ECE,6399
ECE,8398
ECE,8298
ECE,7373
ECE,5367
ECE,8699
ECE,6398
ECE,8598
ECE,8699
ECE,8198
ECE,8498
ECE,6112
ECE,6336
ECE,6398
ECE,8598
ECE,8399
ECE,8598
ECE,8198
ECE,8399
ECE,6399
ECE,8399
ECE,3317
ECE,3318
ECE,8398
ECE,8598
ECE,5440
ECE,3340
ECE,8198
ECE,3366
ECE,2202
ECE,8198
ECE,8598
ECE,6111
ECE,6343
ECE,8298
ECE,3355
ECE,8399
ECE,8598
ECE,4113
ECE,8198
ECE,8598
ECE,8498
ECE,8699
ECE,6398
ECE,8298
ECE,8398
ECE,8598
ECE,8598
ECE,8699
ECE,8399
ECE,4375
ECE,8398
ECE,8999
ECE,6298
ECE,7399
ECE,3331
ECE,5397
ECE,8198
ECE,8198
ECE,8598
ECE,8498
ECE,6323
ECE,2100
ECE,5320
ECE,8598
ECE,8399
ECE,6348
ECE,8399
ECE,6398
ECE,8598
ECE,7399
ECON,2302
ECON,8362
ECON,3347
ECON,3334
ECON,8399
ECON,8399
ECON,2302
ECON,4389
ECON,3320
ECON,7342
ECON,3350
ECON,2301
ECON,7301
ECON,3332
ECON,4389
ECON,3344
ECON,7344
ECON,2302
ECON,4376
ECON,3320
ECON,7390
ECON,6351
ECON,7395
ECON,2302
ECON,2301
ECON,7302
ECON,3370
ECON,3332
ECON,8399
ECON,8365
ECON,6340
ECON,3399
ECON,4363
ECON,8399
ECON,3334
ECON,8365
ECON,7331
ECON,7366
ECON,7390
ECON,8399
ECON,3334
ECON,8361
ECON,4399
ECON,4395
ECON,7385
ECON,3320
ECON,4331
ECON,7335
ECON,8363
ECON,3385
ECON,3377
ECON,7390
ECON,2301
ECON,3332
ECON,3362
ECON,3370
ECON,4349
ECON,3370
ECON,8399
ECON,4399
ECON,3371
ECON,7344
ECON,4395
ECON,8399
ECON,6345
ECON,8399
ECON,3351
ECON,7390
ECON,4390
ECON,2302
ECON,7390
ECON,2302
ECON,6352
ECON,3320
ECON,3332
ECON,3334
EDRS,8380
EDRS,8381
EDRS,8381
EDUC,4315
EDUC,4324
EDUC,2301
EDUC,4323
EDUC,4315
EDUC,2301
EDUC,4512
EDUC,4325
EDUC,1301
EDUC,4317
EDUC,4314
EDUC,4511
EDUC,1301
EDUC,4314
EDUC,4318
EDUC,2301
EDUC,2301
EDUC,4322
EDUC,4316
EDUC,4319
EDUC,3101
EGRP,1140
EGRP,1182
EGRP,1142
EGRP,1180
EGRP,1170
EGRP,1151
EGRP,1141
EGRP,1165
EGRP,1150
ELCS,8395
ELCS,8398
ELCS,6342
ELCS,8191
ELCS,8331
ELCS,8312
ELCS,8311
ELCS,6370
ELCS,8395
ELCS,8695
ELCS,7399
ELCS,6320
ELCS,8399
ELCS,7392
ELCS,8398
ELCS,6380
ELCS,8398
ELCS,8695
ELCS,8330
ELCS,8399
ELCS,8313
ELCS,6310
ELCS,8398
ELCS,8312
ELCS,6304
ELCS,6393
ELCS,8695
ELCS,8312
ELCS,6310
ELCS,6393
ELCS,8398
ELCS,8345
ELCS,8361
ELCS,6304
ELCS,8311
ELCS,8312
ELCS,8699
ELCS,8395
ELCS,8395
ELCS,8399
ELCS,8699
ELCS,8311
ELCS,8311
ELCS,8355
ELCS,8395
ELCS,8695
ELCS,8310
ELCS,8198
ELCS,6310
ELCS,8395
ELCS,7330
ELCS,8395
ELCS,8699
ELCS,8311
ELCS,8695
ELCS,8695
ELCS,8312
ELCS,6304
ELCS,6350
ELCS,8311
ELCS,6370
ELCS,6370
ELCS,8695
ELCS,8699
ELCS,6320
ELCS,6334
ELCS,8313
ELED,3322
ELED,4320
ELED,4311
ELED,4314
ELED,3320
ELED,4315
ELED,4310
ELED,4314
ELED,3322
ELED,4320
ELED,4315
ELED,3320
ELED,4314
ELED,3322
ELED,4314
ELED,4310
ELED,3320
ELED,4311
ELED,4311
ELED,7324
ELED,4315
ELED,4320
ELED,6335
ELED,4315
ELED,3322
ELED,4310
ELED,4310
ELED,3320
ELED,6305
ELED,4315
ELED,4311
ELET,4331
ELET,4303
ELET,4319
ELET,4304
ELET,1400
ELET,4351
ELET,6351
ELET,3425
ELET,4302
ELET,4308
ELET,1400
ELET,4421
ELET,4305
ELET,4103
ELET,2303
ELET,4208
ELET,4105
ELET,3312
ELET,4103
ELET,2300
ELET,2105
ELET,2103
ELET,2307
ELET,3403
ELET,4354
ELET,6331
ELET,2300
ELET,3402
ELET,6354
ELET,3112
ELET,4326
ELET,2300
ELET,4327
ELET,6358
ELET,6302
ELET,1401
ELET,2105
ELET,6396
ELET,2103
ELET,2305
ELET,4126
ELET,4345
ELET,3301
ELET,3405
ELET,6308
ELET,3112
ELET,4325
ELET,4397
ENGI,1331
ENGI,4198
ENGI,2304
ENGI,8111
ENGI,2304
ENGI,1331
ENGI,2304
ENGI,1331
ENGI,2304
ENGI,2304
ENGI,1331
ENGI,2304
ENGI,4398
ENGI,4198
ENGI,1331
ENGI,2304
ENGI,4198
ENGI,1331
ENGI,1100
ENGI,2304
ENGI,1331
ENGI,1100
ENGI,1100
ENGI,1331
ENGI,1331
ENGI,2304
ENGI,1100
ENGI,2304
ENGI,1331
ENGI,1331
ENGI,1100
ENGI,1100
ENGI,2304
ENGI,2304
ENGI,4198
ENGI,1331
ENGL,2361
ENGL,4322
ENGL,2305
ENGL,2361
ENGL,4396
ENGL,8399
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,2305
ENGL,7699
ENGL,3354
ENGL,2330
ENGL,8398
ENGL,2330
ENGL,1302
ENGL,1302
ENGL,7699
ENGL,1302
ENGL,2318
ENGL,1302
ENGL,7699
ENGL,1301
ENGL,1302
ENGL,2361
ENGL,8699
ENGL,8699
ENGL,4342
ENGL,8699
ENGL,1302
ENGL,2316
ENGL,2361
ENGL,8342
ENGL,1302
ENGL,2315
ENGL,2361
ENGL,2361
ENGL,2361
ENGL,3365
ENGL,8699
ENGL,1302
ENGL,1302
ENGL,7398
ENGL,1301
ENGL,4387
ENGL,1301
ENGL,3301
ENGL,6398
ENGL,3351
ENGL,7399
ENGL,6323
ENGL,1302
ENGL,2361
ENGL,8398
ENGL,1302
ENGL,8398
ENGL,1302
ENGL,1302
ENGL,3352
ENGL,1301
ENGL,1301
ENGL,2361
ENGL,1302
ENGL,3317
ENGL,7323
ENGL,7399
ENGL,6320
ENGL,8399
ENGL,8699
ENGL,8399
ENGL,4382
ENGL,4390
ENGL,7699
ENGL,8698
ENGL,1301
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,8388
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,8399
ENGL,8699
ENGL,1301
ENGL,1302
ENGL,1301
ENGL,3349
ENGL,3396
ENGL,2361
ENGL,8698
ENGL,1301
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,2361
ENGL,3315
ENGL,1302
ENGL,1302
ENGL,1301
ENGL,1302
ENGL,1302
ENGL,3399
ENGL,8399
ENGL,1302
ENGL,3341
ENGL,1302
ENGL,8699
ENGL,8399
ENGL,2315
ENGL,1302
ENGL,4371
ENGL,4386
ENGL,4300
ENGL,3312
ENGL,8354
ENGL,2361
ENGL,1302
ENGL,3330
ENGL,1302
ENGL,2316
ENGL,8399
ENGL,6398
ENGL,2305
ENGL,2307
ENGL,2361
ENGL,8398
ENGL,8699
ENGL,7398
ENGL,1302
ENGL,2361
ENGL,8398
ENGL,8698
ENGL,7398
ENGL,2361
ENGL,4399
ENGL,7699
ENGL,1302
ENGL,2361
ENGL,1302
ENGL,2361
ENGL,4396
ENGL,8398
ENGL,3396
ENGL,1302
ENGL,7399
ENGL,1302
ENGL,8698
ENGL,4392
ENGL,8399
ENGL,1302
ENGL,8399
ENGL,2318
ENGL,1302
ENGL,1302
ENGL,2361
ENGL,7396
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,7372
ENGL,1302
ENGL,7399
ENGL,8399
ENGL,1302
ENGL,7396
ENGL,1302
ENGL,8399
ENGL,8698
ENGL,1302
ENGL,2361
ENGL,1302
ENGL,7396
ENGL,1301
ENGL,2361
ENGL,2361
ENGL,3322
ENGL,3351
ENGL,1301
ENGL,1301
ENGL,8698
ENGL,7699
ENGL,1302
ENGL,4378
ENGL,2361
ENGL,8698
ENGL,6398
ENGL,1301
ENGL,3340
ENGL,2306
ENGL,8398
ENGL,2307
ENGL,1302
ENGL,1302
ENGL,2361
ENGL,6698
ENGL,8398
ENGL,2361
ENGL,4383
ENGL,6398
ENGL,8398
ENGL,4311
ENGL,1302
ENGL,1301
ENGL,3301
ENGL,1302
ENGL,7398
ENGL,3330
ENGL,6398
ENGL,2361
ENGL,6398
ENGL,1302
ENGL,4394
ENGL,1302
ENGL,8698
ENGL,7396
ENGL,8399
ENGL,1302
ENGL,6698
ENGL,4304
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,3369
ENGL,1302
ENGL,1302
ENGL,3330
ENGL,7345
ENGL,1302
ENGL,1302
ENGL,7398
ENGL,2361
ENGL,1302
ENGL,1302
ENGL,8698
ENGL,7324
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,2361
ENGL,7398
ENGL,2361
ENGL,2305
ENGL,2330
ENGL,3330
ENGL,1302
ENGL,1301
ENGL,3304
ENGL,3350
ENGL,3328
ENGL,2361
ENGL,8386
ENGL,1301
ENGL,6321
ENGL,4341
ENGL,1302
ENGL,1302
ENGL,4332
ENGL,1302
ENGL,8399
ENGL,2305
ENGL,1302
ENGL,2330
ENGL,6398
ENGL,3301
ENGL,8699
ENGL,8385
ENGL,1301
ENGL,1301
ENGL,3327
ENGL,1302
ENGL,1302
ENGL,8393
ENGL,8398
ENGL,7699
ENGL,8399
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,1302
ENGL,3340
ENGL,1301
ENGL,2361
ENGL,7396
ENGL,4319
ENGL,1302
ENGL,1301
ENGL,1302
ENGL,2306
ENGL,4366
ENGL,1301
ENGL,1301
ENGL,2361
ENGL,3358
ENGL,4385
ENGL,2305
ENGL,1302
ENGL,7322
ENGL,8399
ENGL,1301
ENGL,1301
ENGL,8699
ENGL,2361
ENGL,1302
ENGL,7399
ENGL,8399
ENGL,3318
ENGL,1301
ENGL,8698
ENGL,2361
ENGL,1302
ENGL,1302
ENGL,1301
ENGL,8398
ENGL,2361
ENGL,8398
ENGL,8399
ENGL,1301
ENGL,1301
ENGL,3331
ENGL,1301
ENGL,1302
ENGL,1302
ENGL,7380
ENGL,1301
ENGL,2361
ENGL,3331
ENGL,6398
ENGL,8398
ENGR,2301
ENGR,2301
ENRG,4397
ENRG,3311
ENRG,4398
ENRG,4320
ENRG,3310
ENTR,3311
ENTR,7339
ENTR,4393
ENTR,4320
ENTR,4397
ENTR,3310
ENTR,4110
ENTR,4380
ENTR,7335
ENTR,4360
ENTR,3310
ENTR,4330
ENTR,7337
ENTR,7342
ENTR,7393
ENTR,3310
ENTR,3312
ENTR,3312
ENTR,4110
ENTR,3312
ENTR,7390
ENTR,3312
ENTR,3310
ENTR,3312
ENTR,3342
ENTR,3312
ENTR,4398
ENTR,3310
ETIM,6310
FINA,4381
FINA,4396
FINA,4382
FINA,7373
FINA,7381
FINA,4352
FINA,4320
FINA,7397
FINA,4397
FINA,8699
FINA,4355
FINA,4397
FINA,4370
FINA,7397
FINA,7397
FINA,7397
FINA,8397
FINA,7323
FINA,8398
FINA,4336
FINA,8397
FINA,7383
FINA,7397
FINA,8396
FINA,4397
FINA,4354
FINA,7397
FINA,3332
FINA,"   6A35"
FINA,4325
FINA,4397
FINA,4328
FINA,7397
FINA,4330
FINA,8398
FINA,4380
FINA,"   7A10"
FINA,8396
FINA,6398
FINA,4320
FINA,8999
FINA,7360
FINA,4335
FINA,8397
FINA,4328
FINA,4342
FINA,7358
FINA,"   7A50"
FINA,7352
FINA,4358
FINA,7376
FINA,7329
FINA,4343
FINA,"   7A30"
FINA,8699
FINA,4320
FINA,6387
FINA,4341
FINA,4320
FINA,4357
FINA,4356
FINA,7397
FINA,4330
FINA,3332
FINA,4323
FINA,4335
FINA,4335
FINA,7397
FINA,4320
FINA,6387
FINA,4329
FINA,4330
FINA,8397
FINA,8398
FINA,4398
FINA,"   7A33"
FINA,4320
FINA,"   7A20"
FINA,4330
FINA,8398
FINA,4336
FINA,"   7A33"
FINA,3332
FINA,8396
FINA,3332
FINA,7397
FINA,4323
FINA,4397
FINA,4330
FINA,6387
FINA,4330
FINA,4359
FINA,4383
FINA,4310
FINA,4335
FINA,4373
FINA,4350
FINA,"   6A31"
FINA,4353
FINA,4335
FINA,3332
FORE,6351
FORE,6311
FORE,6319
FORE,6333
FORE,6359
FORE,6371
FORE,6396
FORE,6398
FREN,2312
FREN,1501
FREN,2311
FREN,3322
FREN,3313
FREN,3321
FREN,2312
FREN,4334
FREN,1502
FREN,6393
FREN,1501
FREN,1502
FREN,3312
FREN,1501
FREN,2311
FREN,2312
FREN,1502
GCEE,6330
GENB,6398
GENB,5305
GENB,7397
GENB,5303
GENB,7334
GENB,7305
GENB,7334
GENB,"   6A50"
GENB,7397
GENB,"   6A50"
GENB,7334
GENB,7397
GENB,7397
GENB,7334
GENB,5304
GENB,7334
GENB,7303
GENB,5303
GENB,7305
GENB,7303
GENB,7304
GEOL,4370
GEOL,1103
GEOL,7330
GEOL,1103
GEOL,6397
GEOL,4348
GEOL,8698
GEOL,8998
GEOL,1103
GEOL,1303
GEOL,8999
GEOL,3345
GEOL,6333
GEOL,8998
GEOL,1103
GEOL,4378
GEOL,8699
GEOL,6397
GEOL,6396
GEOL,8398
GEOL,8698
GEOL,8999
GEOL,7398
GEOL,8998
GEOL,7399
GEOL,8998
GEOL,8998
GEOL,6399
GEOL,1147
GEOL,3340
GEOL,8998
GEOL,8398
GEOL,3372
GEOL,8698
GEOL,8998
GEOL,8698
GEOL,1347
GEOL,8999
GEOL,6399
GEOL,4397
GEOL,8699
GEOL,4331
GEOL,7399
GEOL,6399
GEOL,3377
GEOL,1303
GEOL,8998
GEOL,8998
GEOL,1103
GEOL,7399
GEOL,8398
GEOL,1303
GEOL,3342
GEOL,6399
GEOL,8999
GEOL,8998
GEOL,1303
GEOL,6388
GEOL,1102
GEOL,8699
GEOL,8998
GEOL,4398
GEOL,8698
GEOL,6399
GEOL,1102
GEOL,8999
GEOL,1103
GEOL,3145
GEOL,1102
GEOL,8998
GEOL,8698
GEOL,1103
GEOL,7341
GEOL,1103
GEOL,6380
GEOL,1340
GEOL,1103
GEOL,6398
GEOL,8999
GEOL,1302
GEOL,7399
GEOL,7399
GEOL,7399
GEOL,8998
GEOL,8998
GEOL,8698
GEOL,7399
GEOL,1147
GEOL,4341
GEOL,8999
GEOL,8698
GEOL,1370
GEOL,1103
GEOL,8398
GEOL,8698
GEOL,6323
GEOL,7399
GEOL,1340
GEOL,1102
GEOL,6397
GEOL,7399
GEOL,6326
GEOL,1103
GEOL,8998
GEOL,6374
GEOL,8398
GEOL,8999
GEOL,3374
GEOL,4330
GEOL,6331
GEOL,8999
GEOL,8998
GEOL,6398
GEOL,6346
GEOL,6393
GEOL,6395
GEOL,6330
GEOL,1102
GEOL,8998
GEOL,3334
GEOL,8399
GEOL,8698
GEOL,8999
GEOL,6399
GEOL,6397
GEOL,4367
GEOL,8398
GEOL,8398
GEOL,7399
GEOL,4398
GEOL,8698
GEOL,1102
GEOL,8998
GEOL,1102
GEOL,7399
GEOL,7399
GEOL,1147
GEOL,8698
GEOL,1303
GEOL,8998
GEOL,1103
GEOL,8998
GEOL,6384
GEOL,1103
GEOL,1103
GEOL,7698
GEOL,6397
GEOL,8998
GEOL,8399
GEOL,7399
GEOL,1103
GEOL,6350
GEOL,6397
GEOL,7398
GEOL,8398
GEOL,8998
GEOL,8398
GEOL,1103
GEOL,6381
GEOL,8398
GERM,3381
GERM,1502
GERM,1502
GERM,4374
GERM,3398
GERM,2312
GERM,2312
GERM,1502
GERM,3350
GERM,3381
GOVT,2306
GOVT,2305
GOVT,2305
GOVT,2306
GOVT,2305
GOVT,2305
GOVT,2306
GOVT,2305
GOVT,2305
GOVT,2305
GOVT,2305
GOVT,2306
GOVT,2306
GOVT,2306
GOVT,2306
GOVT,2306
GOVT,2306
GOVT,2306
GOVT,2306
GOVT,2305
GOVT,2305
GOVT,2306
GOVT,2306
GOVT,2305
GOVT,2306
GOVT,2306
GOVT,2306
GOVT,2306
GOVT,2306
GOVT,2305
GREK,1302
GRET,6333
GRET,6335
GRET,6399
HDCS,3304
HDCS,3303
HDCS,1300
HDCS,4369
HDCS,1300
HDCS,6300
HDCS,1300
HDCS,3300
HDCS,4300
HDCS,4386
HDCS,1300
HDCS,1300
HDCS,2301
HDCS,3300
HDCS,4396
HDCS,4303
HDCS,1300
HDCS,3300
HDCS,4302
HDCS,1300
HDCS,4394
HDCS,4380
HDCS,2301
HDCS,3304
HDCS,3303
HDCS,3376
HDCS,4393
HDCS,4300
HDCS,1300
HDCS,4374
HDFS,3310
HDFS,1300
HDFS,4394
HDFS,3318
HDFS,2320
HDFS,2314
HDFS,4315
HDFS,4318
HDFS,4393
HDFS,1300
HDFS,1300
HDFS,3300
HDFS,3317
HDFS,2314
HDFS,4325
HDFS,4317
HDFS,1300
HDFS,1311
HDFS,3300
HDFS,4316
HDFS,3300
HDFS,2314
HDFS,4318
HDFS,3350
HDFS,3320
HDFS,3350
HDFS,4318
HDFS,3318
HDFS,4398
HDFS,1311
HDFS,2314
HDFS,3317
HDFS,4315
HDFS,3317
HDFS,4397
HISP,2374
HISP,2374
HIST,8377
HIST,3379
HIST,1378
HIST,2372
HIST,8999
HIST,3369
HIST,1377
HIST,3395
HIST,6395
HIST,1378
HIST,3328
HIST,3394
HIST,8999
HIST,8677
HIST,4301
HIST,6393
HIST,3323
HIST,8688
HIST,1378
HIST,6387
HIST,4336
HIST,8377
HIST,2321
HIST,3394
HIST,3394
HIST,1378
HIST,6398
HIST,8399
HIST,1377
HIST,3384
HIST,3394
HIST,1378
HIST,2322
HIST,3311
HIST,3389
HIST,2349
HIST,4338
HIST,6398
HIST,8377
HIST,2371
HIST,3379
HIST,1379
HIST,1378
HIST,8677
HIST,8688
HIST,4399
HIST,2328
HIST,3390
HIST,8388
HIST,4379
HIST,6398
HIST,3357
HIST,4399
HIST,4340
HIST,4366
HIST,6370
HIST,2311
HIST,8677
HIST,3398
HIST,3308
HIST,1377
HIST,1377
HIST,2327
HIST,4365
HIST,8999
HIST,8677
HIST,6380
HIST,1378
HIST,1378
HIST,8999
HIST,4399
HIST,3362
HIST,1377
HIST,8377
HIST,1377
HIST,6332
HIST,8388
HIST,4379
HIST,6380
HIST,3367
HIST,4398
HIST,4395
HIST,3370
HIST,3325
HIST,8999
HIST,6651
HIST,1378
HIST,1378
HIST,1378
HIST,8388
HIST,8399
HIST,3378
HIST,2303
HIST,8399
HIST,1377
HIST,8688
HIST,1378
HIST,1378
HIST,1376
HIST,4347
HIST,3352
HIST,3394
HIST,6398
HIST,8688
HLT,4303
HLT,3380
HLT,4307
HLT,2320
HLT,3381
HLT,4310
HLT,3301
HLT,3380
HLT,4392
HLT,4320
HLT,4302
HLT,4307
HLT,1353
HLT,4309
HLT,4317
HLT,3301
HLT,4307
HLT,3300
HLT,4320
HLT,3325
HLT,1353
HLT,4310
HLT,4307
HLT,3325
HLT,3301
HLT,4310
HLT,4310
HLT,3381
HLT,1353
HLT,4392
HLT,3301
HLT,2320
HLT,2320
HLT,4392
HLT,4307
HLT,3306
HLT,3381
HLT,3304
HON,2101
HON,4399
HON,2341
HON,3361
HON,2341
HON,2101
HON,2341
HON,4399
HON,2341
HON,4399
HON,4398
HON,2341
HON,2101
HON,2101
HON,2341
HON,4398
HON,2341
HON,2341
HON,2341
HON,2101
HON,4397
HON,4397
HON,4130
HON,4298
HON,4315
HON,2101
HON,4397
HON,4398
HON,3306
HON,4398
HON,2341
HON,2341
HON,4198
HON,2341
HON,3301
HON,2341
HON,2341
HON,3397
HON,2341
HON,3397
HON,2341
HON,3306
HON,2101
HON,2101
HON,2341
HON,2341
HON,3397
HON,4398
HON,2341
HON,3397
HON,4398
HON,4399
HON,4399
HON,2341
HON,3397
HON,2341
HON,2101
HON,2101
HON,4399
HON,2101
HON,2341
HON,3305
HON,2341
HON,2341
HON,3350
HON,4355
HON,2341
HON,4330
HON,4390
HON,3397
HON,4397
HON,3302
HON,3350
HON,3330
HON,2341
HON,2101
HON,3132
HON,2101
HON,2101
HON,3301
HON,3301
HON,3397
HON,4399
HON,2101
HON,2101
HON,3332
HON,4399
HON,4397
HON,2341
HON,3304
HON,2101
HON,3306
HON,2341
HON,4399
HON,2341
HON,4198
HON,4399
HON,4350
HON,2101
HON,2341
HON,2101
HON,3397
HON,2341
HON,4399
HON,2101
HON,2341
HON,2341
HON,4399
